title,doi,abstract,year,publication_date,cited_by_count,authors,affiliations,topics,source_display_name,type_crossref,researcher,author_id,queried_dataset_terms,matched_dataset_terms,location,best_match_idx,best_match_title,best_match_score
Estimating the Job Impacts of Environmental Regulation,https://doi.org/10.1017/bca.2015.14,"In the face of strong policy interest in the possible regulation–jobs linkage and weak analytical evidence to support a generalizable conclusion, what should a regulatory agency like the Environmental Protection Agency do in a regulatory impact analysis (RIA)? Initially, an RIA should start with a clear concept of what the regulatory agency is trying to estimate. Much of the popular debate is looking for a total job effect. Yet one thing we do know is that, in aggregate, there will not be a net job change unless the economy deviates from its normal rate of full employment. The gist of our literature review suggests that looking to historic data for stable statistical relationships between regulatory spending and job changes, even in a single industry, is tenuous at best. However, the intuition is relatively easy to trace out with certain assumptions: (1) added costs imply added activity that entails added jobs; (2) higher product prices or other regulatory limits imply less production that entails fewer jobs. Taking an average employment rate per dollar of relevant economic activity, coupled with an assumed demand elasticity, these effects can be multiplied out into job changes, although such simple calculations must be tested by validating key assumptions or exploring the estimates sensitivity to alternatives. New estimates by Belova, Gray, Linn and Morgenstern [(2013a). Environmental Regulation And Industry Employment: A Reassessment . Center for Economic Studies, U.S. Census Bureau Discussion Paper, CES 1336, July.] indicate that extending and expanding the widely cited approach by Morgenstern, Pizer and Shih [(2002). Jobs Versus the Environment: An Industry-Level Perspective. Journal of Environmental Economics and Management, 43 , 412–436] is unlikely to be successful. Finally, more effort is needed to inform the public about the potential job impacts of new regulations, especially the distinction of these impacts from long-term technological and economic trends.",2015,2015-01-01,10,"{'William A. Pizer', 'Wayne B. Gray', 'Joshua Linn', 'Anna Belova', 'Richard D. Morgenstern'}",Abt Global (United States); Clark University; Resources For The Future; Resources For The Future; Resources For The Future; Duke University,Climate Change Policy and Economics; Economic and Environmental Valuation; Regulation and Compliance Studies,Journal of Benefit-Cost Analysis,article,Joshua Linn,https://openalex.org/A5102996154,Census Bureau,Census Bureau,Chicago,443,Estimating the Job Impacts of Environmental Regulation,100
Environmental Regulation and Industry Employment: A Reassessment,https://doi.org/10.2139/ssrn.2306753,"This paper examines the impact of environmental regulation on industry employment, using a structural model based on data from the Census Bureau's Pollution Abatement Costs and Expenditures Survey. This model was developed in an earlier paper (Morgenstern, Pizer, and Shih (2002) - MPS). We extend MPS by examining additional industries and additional years. We find widely varying estimates across industries, including many implausibly large positive employment effects. We explore several possible explanations for these results, without reaching a satisfactory conclusion. Our results call into question the frequent use of the average impacts estimated by MPS as a basis for calculating the quantitative impacts of new environmental regulations on employment.",2013,2013-01-01,15,"{'Anna Belova', 'Richard D. Morgenstern', 'Joshua Linn', 'Wayne B. Gray'}",Abt Associates (Nepal); Clark University; National Bureau of Economic Research; Resources For The Future; Resources For The Future,"Energy, Environment, Economic Growth; Climate Change Policy and Economics; Economic and Environmental Valuation",SSRN Electronic Journal,article,Joshua Linn,https://openalex.org/A5102996154,Census Bureau,Census Bureau,Chicago,442,Environmental Regulation and Industry Employment: A Reassessment,100
Decennial Census Return Rates: The Role of Social Capital,,"This paper explores how useful information about social and civic engagement (social capital) might be to the U.S. Census Bureau in their efforts to improve predictions of mail return rates for the Decennial Census (DC) at the census tract level. Through construction of Hard-to-count (HRC) scores and multivariate analysis, we find that if information about social capital were available, predictions of response rates would be marginally improved.",2017,2017-01-01,1,{'Julie L. Hotchkiss'},,"Census and Population Estimation; Urban, Neighborhood, and Segregation Studies; Survey Methodology and Nonresponse",RePEc: Research Papers in Economics,preprint,Julie L Hotchkiss,https://openalex.org/A5033355466,Decennial Census; Current Population Survey March Supplement; Supplementary Public Data - Geographic Codes,Decennial Census,Atlanta,980,Decennial Census Return Rates: The Role of Social Capital,100
Wage Determination in Social Occupations: The Role of Individual Social Capital,https://doi.org/10.1108/s0147-912120180000046005,"The purpose of this chapter is to assess the importance of individual social capital characteristics in determining wages, both directly through their valuation by employers and indirectly through their impact on individual occupational choice. We find that a person's level of sociability and care for others works through both channels to explain wage differences between social and nonsocial occupations. Additionally, expected wages in each occupation type are found to be at least as important as a person's level of social capital in choosing a social occupation. We make use of restricted 2000 Decennial Census and 2000 Social Capital Community Benchmark Survey.",2018,2018-07-23,6,"{'Julie L. Hotchkiss', 'Anil Rupasingha'}",Federal Reserve Bank of Atlanta; Georgia State University; Economic Research Service,"Labor market dynamics and wage inequality; Urban, Neighborhood, and Segregation Studies; Intergenerational and Educational Inequality Studies",Research in labor economics,book-chapter,Julie L Hotchkiss,https://openalex.org/A5033355466,Decennial Census; Current Population Survey March Supplement; Supplementary Public Data - Geographic Codes,Decennial Census,Atlanta,979,Wage Determination in Social Occupations: The Role of Individual Social Capital,100
Wage Determination in Social Occupations: The Role of Individual Social Capital,https://doi.org/10.2139/ssrn.2863236,"We make use of predicted social and civic activities (social capital) to account for selection into ""social"" occupations. Individual selection accounts for more than the total difference in wages observed between social and non-social occupations. The role that individual social capital plays in selecting into these occupations and the importance of selection in explaining wage differences across occupations is similar for both men and women. We make use of restricted 2000 Decennial Census and 2000 Social Capital Community Benchmark Survey. Individual social capital is instrumented by distance weighted surrounding census tract characteristics.",2016,2016-01-01,1,"{'Julie L. Hotchkiss', 'Anil Rupasingha'}",Georgia State University; Federal Reserve Bank of Atlanta,"Social Capital and Networks; Urban, Neighborhood, and Segregation Studies",SSRN Electronic Journal,article,Julie L Hotchkiss,https://openalex.org/A5033355466,Decennial Census; Current Population Survey March Supplement; Supplementary Public Data - Geographic Codes,Decennial Census,Atlanta,983,Wage Determination in Social Occupations: The Role of Individual Social Capital,100
US Decennial Census return rates: the role of social capital,https://doi.org/10.1108/ijse-07-2018-0377,"Purpose The purpose of this paper is to assess whether additional information about a community’s level of social capital can help to better predict a return rate from that area, in order to better target resources to improve mail-in responses. Design/methodology/approach Two-sample two-stage least squares is used to apply determinants of six different measures of social capital from the Social Capital Community Benchmark Survey to observations in the Decennial Census (DC) which are then aggregated to the census tract level. The probability of a census tract having a high level of each social capital measure is estimated. Multivariate regression is used to identify the importance of high community social capital for predicting census mail-in return rates. Findings The analysis reveals that a higher level of trust contributes the most to increasing return rates and a high level of political activism decreases return rates. Additionally, higher levels of sociability contribute negatively to DC return rates, which is consistent with sociability being linked to a more insular (i.e. family and friends) focus. Practical implications While contributing statistically significantly to the predictability of census tract response rates, the cost of acquiring measures of social capital for each census tract may not to be viewed worth the gain in predictive power. Social implications Higher levels of trust contribute positively to survey participation, suggesting that any social, economic or political environment that diminishes trust will undercut civic engagement. Political activism and (insular) sociability decrease participation. Originality/value This paper combines non-public and public data to obtain measures of social capital along more dimensions than are typically studied, and finds that not all types of social capital are related to feelings of social integration in the same way.",2019,2019-01-08,0,{'Julie L. Hotchkiss'},Federal Reserve Bank of Atlanta,"Urban, Neighborhood, and Segregation Studies; Social Capital and Networks; Health disparities and outcomes",International Journal of Social Economics,article,Julie L Hotchkiss,https://openalex.org/A5033355466,Decennial Census; Current Population Survey March Supplement; Supplementary Public Data - Geographic Codes,Decennial Census,Atlanta,985,US Decennial Census Return Rates: The Role of Social Capital,100
Wage Determination in Social Occupations: The Role of Individual Social Capital,https://doi.org/10.2139/ssrn.2863982,"We make use of predicted social and civic activities (social capital) to account for selection into ""social"" occupations. Individual selection accounts for more than the total difference in wages observed between social and non-social occupations. The role that individual social capital plays in selecting into these occupations and the importance of selection in explaining wage differences across occupations is similar for both men and women. We make use of restricted 2000 Decennial Census and 2000 Social Capital Community Benchmark Survey. Individual social capital is instrumented by distance weighted surrounding census tract characteristics.",2016,2016-01-01,0,"{'Julie L. Hotchkiss', 'Anil Rupasingha'}",Georgia State University; Federal Reserve Bank of Atlanta,Labor market dynamics and wage inequality; Youth Education and Societal Dynamics,SSRN Electronic Journal,article,Julie L Hotchkiss,https://openalex.org/A5033355466,Decennial Census; Current Population Survey March Supplement; Supplementary Public Data - Geographic Codes,Decennial Census,Atlanta,983,Wage Determination in Social Occupations: The Role of Individual Social Capital,100
In-migration and Dilution of Community Social Capital,https://doi.org/10.1177/0160017621994630,"In this paper, we find that higher levels of in-migration dilute multiple dimensions of a community’s social capital, with some measures of a community’s social capital being negatively impacted more than others. Using a spatial model and restricted-access microdata from the US Census Bureau, we employ an instrumental variables strategy to account for the endogeneity of migration. Our results suggest that political activism, overall, is most negatively impacted by in-migration, and that religiosity, trust, and community involvement are impacted more negatively in rural communities compared to non-rural communities.",2021,2021-02-22,3,"{'Thor Watson', 'Julie L. Hotchkiss', 'Anil Rupasingha'}",Georgia State University; Federal Reserve Bank of Atlanta; Rural Resources; University of Georgia,"Urban, Neighborhood, and Segregation Studies; Social Capital and Networks; Migration and Labor Dynamics",International Regional Science Review,article,Julie L Hotchkiss,https://openalex.org/A5033355466,Supplementary Public Data - Price Indices; Census Bureau,Census Bureau,Atlanta,984,In-Migration and Dilution of Community Social Capital,100
Decennial Census Return Rates: The Role of Social Capital,,"This paper explores how useful information about social and civic engagement (social capital) might be to the U.S. Census Bureau in their efforts to improve predictions of mail return rates for the Decennial Census (DC) at the census tract level. Through construction of Hard-to-count (HRC) scores and multivariate analysis, we find that if information about social capital were available, predictions of response rates would be marginally improved.",2017,2017-01-01,1,{'Julie L. Hotchkiss'},,"Census and Population Estimation; Urban, Neighborhood, and Segregation Studies; Survey Methodology and Nonresponse",RePEc: Research Papers in Economics,preprint,Julie L Hotchkiss,https://openalex.org/A5033355466,Supplementary Public Data - Price Indices; Census Bureau,Census Bureau,Atlanta,980,Decennial Census Return Rates: The Role of Social Capital,100
Displaced and unsafe: The legacy of settler-colonial racial capitalism in the U.S. rental market,https://doi.org/10.1080/26884674.2023.2176799,"Unsafe rental units are disproportionately located in communities of color, resulting in numerous detrimental effects for residents' health and socioeconomic well-being. Yet, scholars disagree regarding the mechanisms driving this phenomenon. Exogenous capitalism theories emphasize socioeconomic factors while setter-colonial racial capitalism theories emphasize the racist policies and practices that incentivize unequal investment and maintenance. We empirically adjudicate between these mechanisms by merging restricted-access versions of the American Housing Survey, the Rental Housing Finance Survey, and the American Community Survey at a Census Restricted Data Center. Our findings demonstrate neighborhood White proportion is a key mechanism shaping the condition of rental units even when controlling for neighborhood socioeconomic status, property features, and renter demographics. We argue these results support settler-colonial racial capitalism theories and discuss the implications of these findings for future research and housing policy.",2023,2023-02-22,8,"{'Junia Howell', 'Sofia Locklear', 'Elizabeth Korver‐Glenn', 'Ellen Whitehead'}",Washington University in St. Louis; Western University; University of Illinois Chicago; Ball State University,"Urban, Neighborhood, and Segregation Studies; Housing, Finance, and Neoliberalism; Homelessness and Social Issues",Journal of Race Ethnicity and the City,article,Junia Howell,https://openalex.org/A5002223560,Commercial CoreLogic Multiple Listing Services (MLS); Census Bureau; Rental Housing Finance Survey,Rental Housing Finance Survey,Penn State,1520,Displaced and Unsafe: The legacy of settler colonial racial capitalism in the U.S. rental market,100
Displaced and unsafe: The legacy of settler-colonial racial capitalism in the U.S. rental market,https://doi.org/10.1080/26884674.2023.2176799,"Unsafe rental units are disproportionately located in communities of color, resulting in numerous detrimental effects for residents' health and socioeconomic well-being. Yet, scholars disagree regarding the mechanisms driving this phenomenon. Exogenous capitalism theories emphasize socioeconomic factors while setter-colonial racial capitalism theories emphasize the racist policies and practices that incentivize unequal investment and maintenance. We empirically adjudicate between these mechanisms by merging restricted-access versions of the American Housing Survey, the Rental Housing Finance Survey, and the American Community Survey at a Census Restricted Data Center. Our findings demonstrate neighborhood White proportion is a key mechanism shaping the condition of rental units even when controlling for neighborhood socioeconomic status, property features, and renter demographics. We argue these results support settler-colonial racial capitalism theories and discuss the implications of these findings for future research and housing policy.",2023,2023-02-22,8,"{'Junia Howell', 'Sofia Locklear', 'Elizabeth Korver‐Glenn', 'Ellen Whitehead'}",Washington University in St. Louis; Western University; University of Illinois Chicago; Ball State University,"Urban, Neighborhood, and Segregation Studies; Housing, Finance, and Neoliberalism; Homelessness and Social Issues",Journal of Race Ethnicity and the City,article,Junia Howell,https://openalex.org/A5002223560,American Housing Survey; Commercial CoreLogic Buildings; Commercial CoreLogic Tax,American Housing Survey,Penn State,1520,Displaced and Unsafe: The legacy of settler colonial racial capitalism in the U.S. rental market,100
Still Separate and Unequal: Persistent Racial Segregation and Inequality in Subsidized Housing,https://doi.org/10.1177/23780231231192389,"Initially, U.S. federally funded low-income rental housing was racially segregated and unequal. Activists decried this injustice and pressured legislators to introduce new practices and procedures. Since the passage of these initiatives in the 1960s, scholars have repeatedly documented ongoing racial inequality in housing at large. Yet rarely have researchers investigated whether racial inequality persists within governmentally subsidized housing units. By merging the restricted American Housing Survey with the American Community Survey at a Federal Statistical Research Data Center, the authors find that low-income renter subsidies are effective and beneficial but disproportionately grant White residents access to cheaper and higher quality units. Moreover, subsidized renters remain racially segregated across program type and neighborhoods. The authors discuss the implications of these findings for future research and policy decisions.",2023,2023-01-01,2,"{'Junia Howell', 'Elizabeth Korver‐Glenn', 'Ellen Whitehead'}",University of Illinois Chicago; Ball State University; Washington University in St. Louis,"Urban, Neighborhood, and Segregation Studies; Housing Market and Economics; Housing, Finance, and Neoliberalism",Socius Sociological Research for a Dynamic World,article,Junia Howell,https://openalex.org/A5002223560,American Housing Survey; Commercial CoreLogic Buildings; Commercial CoreLogic Tax,American Housing Survey,Penn State,1518,Still Separate and Unequal: Persistent Racial Segregation and Inequality in Subsidized Housing,100
Leapfrogging the Melting Pot? European Immigrants' Intergenerational Mobility across the Twentieth Century,https://doi.org/10.15195/v8.a23,"During the early twentieth century, industrial-era European immigrants entered the United States with lower levels of education than the U.S. average. However, empirical research has yielded unclear and inconsistent evidence about the extent and pace of their integration, leaving openings for arguments that contest the narrative that these groups experienced rapid integration and instead assert that educational deficits among lower-status groups persisted across multiple generations. Here, we advance another argument, that European immigrants may have ""leapfrogged"" or exceeded U.S.-born non-Hispanic white attainment by the third generation. To assess these ideas, we reconstituted three-generation families by linking individuals across the 1940 Census, years 1973, 1979, 1981-90 of the Current Population Survey, the 2000 Census, and years 2001-2017 of the American Community Survey. Results show that most European immigrant groups not only caught up with U.S.-born whites by the second generation, but surpassed them, and this advantage further increased in the third generation. This research provides a new understanding of the time to integration for 20",2021,2021-01-01,7,"{'James D. Bachmeier', 'Jennifer Van Hook', 'Thomas Foster', 'Kendal Lowrey'}",Pennsylvania State University; Pennsylvania State University; Temple University; United States Census Bureau,"Migration, Ethnicity, and Economy; Migration and Labor Dynamics; Social Policy and Reform Studies",Sociological Science,article,Kendal Lowrey,https://openalex.org/A5024399135,American Community Survey; BOC Crosswalk 1940 IPUMS Research; 1940 IPUMS Research,American Community Survey,Penn State,1632,Leapfrogging the Melting Pot? European Immigrants’ Intergenerational Mobility Across the 20th Century,93
Leapfrogging the Melting Pot? European Immigrants’ Intergenerational Mobility Across the 20th Century,,"During the early twentieth century, industrial-era European immigrants entered the United States with lower levels of education than the U.S. average. However, empirical research has yielded unclear and inconsistent evidence about the extent and pace of their integration, leaving openings for arguments that contest the narrative that these groups experienced rapid integration and instead assert that educational deficits among lower-status groups persisted across multiple generations. Here, we advance another argument, that European immigrants may have “leapfrogged” or exceeded U.S.-born non-Hispanic white attainment by the third generation. To assess these ideas, we reconstituted three-generation families by linking individuals across the 1940 Census, years 1973, 1979, 1981-90 of the Current Population Survey, the 2000 Census, and years 2001-2017 of the American Community Survey. Results show that most European immigrant groups not only caught up with U.S.-born whites by the second generation, but surpassed them, and this advantage further increased in the third generation. This research provides a new understanding of the time to integration for 20th century European immigrant groups by showing that they integrated at a faster pace than previously thought, indicative of a process of accelerated upward mobility.",2021,2021-08-01,0,"{'James D. Bachmeier', 'Jennifer Van Hook', 'Thomas Foster', 'Kendal Lowrey'}",,"Migration and Labor Dynamics; Migration, Ethnicity, and Economy; Urban, Neighborhood, and Segregation Studies",RePEc: Research Papers in Economics,preprint,Kendal Lowrey,https://openalex.org/A5024399135,American Community Survey; BOC Crosswalk 1940 IPUMS Research; 1940 IPUMS Research,American Community Survey,Penn State,1632,Leapfrogging the Melting Pot? European Immigrants’ Intergenerational Mobility Across the 20th Century,100
Has Falling Crime Invited Gentrification?,https://doi.org/10.2139/ssrn.2930242,"Over the past two decades, crime has fallen dramatically in cities in the United States. We explore whether, in the face of falling central city crime rates, households with more resources and options were more likely to move into central cities overall and more particularly into low income and/or majority minority central city neighborhoods. We use confidential, geocoded versions of the 1990 and 2000 Decennial Census and the 2010, 2011, and 2012 American Community Survey to track moves to different neighborhoods in 244 Core Based Statistical Areas (CBSAs) and their largest central cities. Our dataset includes over four million household moves across the three time periods. We focus on three household types typically considered gentrifiers: high-income, college-educated, and white households. We find that declines in city crime are associated with increases in the probability that high income and college-educated households choose to move into central city neighborhoods, including low-income and majority minority central city neighborhoods. Moreover, we find little evidence that households with lower incomes and without college degrees are more likely to move to cities when violent crime falls. These results hold during the 1990s as well as the 2000s and for the 100 largest metropolitan areas, where crime declines were greatest. There is weaker evidence that white households are disproportionately drawn to cities as crime falls in the 100 largest metropolitan areas from 2000 to 2010.",2017,2017-01-01,19,"{'Davin Reed', 'Keren Mertens Horn', 'Ingrid Gould Ellen'}",Wagner College; New York University; University of Massachusetts Boston; Federal Reserve Bank of Philadelphia,"Urban, Neighborhood, and Segregation Studies; Housing Market and Economics; Crime Patterns and Interventions",SSRN Electronic Journal,article,Keren M Horn,https://openalex.org/A5050732266,Manufacturing Energy Consumption Survey; American Community Survey; American Housing Survey,American Community Survey,Baruch,697,Has Falling Crime Invited Gentrification?,100
Has Falling Crime Invited Gentrification,,"Over the past two decades, crime has fallen dramatically in cities in the United States. We explore whether, in the face of falling central city crime rates, households with more resources and options were more likely to move into central cities overall and more particularly into low income and/or majority minority central city neighborhoods. We use confidential, geocoded versions of the 1990 and 2000 Decennial Census and the 2010, 2011, and 2012 American Community Survey to track moves to different neighborhoods in 244 Core Based Statistical Areas (CBSAs) and their largest central cities. Our dataset includes over four million household moves across the three time periods. We focus on three household types typically considered gentrifiers: high-income, college-educated, and white households. We find that declines in city crime are associated with increases in the probability that highincome and college-educated households choose to move into central city neighborhoods, including low-income and majority minority central city neighborhoods. Moreover, we find little evidence that households with lower incomes and without college degrees are more likely to move to cities when violent crime falls. These results hold during the 1990s as well as the 2000s and for the 100 largest metropolitan areas, where crime declines were greatest. There is weaker evidence that white households are disproportionately drawn to cities as crime falls in the 100 largest metropolitan areas from 2000 to 2010.",2017,2017-01-01,0,"{'Davin Reed', 'Keren Mertens Horn', 'Ingrid Gould Ellen'}",Wagner College; New York University; University of Massachusetts Boston; Federal Reserve Bank of Philadelphia,"Urban, Neighborhood, and Segregation Studies; Crime Patterns and Interventions; Housing Market and Economics",,preprint,Keren M Horn,https://openalex.org/A5050732266,Manufacturing Energy Consumption Survey; American Community Survey; American Housing Survey,American Community Survey,Baruch,697,Has Falling Crime Invited Gentrification?,100
Has Falling Crime Invited Gentrification?,https://doi.org/10.2139/ssrn.2930242,"Over the past two decades, crime has fallen dramatically in cities in the United States. We explore whether, in the face of falling central city crime rates, households with more resources and options were more likely to move into central cities overall and more particularly into low income and/or majority minority central city neighborhoods. We use confidential, geocoded versions of the 1990 and 2000 Decennial Census and the 2010, 2011, and 2012 American Community Survey to track moves to different neighborhoods in 244 Core Based Statistical Areas (CBSAs) and their largest central cities. Our dataset includes over four million household moves across the three time periods. We focus on three household types typically considered gentrifiers: high-income, college-educated, and white households. We find that declines in city crime are associated with increases in the probability that high income and college-educated households choose to move into central city neighborhoods, including low-income and majority minority central city neighborhoods. Moreover, we find little evidence that households with lower incomes and without college degrees are more likely to move to cities when violent crime falls. These results hold during the 1990s as well as the 2000s and for the 100 largest metropolitan areas, where crime declines were greatest. There is weaker evidence that white households are disproportionately drawn to cities as crime falls in the 100 largest metropolitan areas from 2000 to 2010.",2017,2017-01-01,19,"{'Davin Reed', 'Keren Mertens Horn', 'Ingrid Gould Ellen'}",Wagner College; New York University; University of Massachusetts Boston; Federal Reserve Bank of Philadelphia,"Urban, Neighborhood, and Segregation Studies; Housing Market and Economics; Crime Patterns and Interventions",SSRN Electronic Journal,article,Keren M Horn,https://openalex.org/A5050732266,Decennial Census; Baruch RDC; Census of Manufactures; Integrated Longitudinal Business Database,Decennial Census,Baruch,697,Has Falling Crime Invited Gentrification?,100
Has Falling Crime Invited Gentrification,,"Over the past two decades, crime has fallen dramatically in cities in the United States. We explore whether, in the face of falling central city crime rates, households with more resources and options were more likely to move into central cities overall and more particularly into low income and/or majority minority central city neighborhoods. We use confidential, geocoded versions of the 1990 and 2000 Decennial Census and the 2010, 2011, and 2012 American Community Survey to track moves to different neighborhoods in 244 Core Based Statistical Areas (CBSAs) and their largest central cities. Our dataset includes over four million household moves across the three time periods. We focus on three household types typically considered gentrifiers: high-income, college-educated, and white households. We find that declines in city crime are associated with increases in the probability that highincome and college-educated households choose to move into central city neighborhoods, including low-income and majority minority central city neighborhoods. Moreover, we find little evidence that households with lower incomes and without college degrees are more likely to move to cities when violent crime falls. These results hold during the 1990s as well as the 2000s and for the 100 largest metropolitan areas, where crime declines were greatest. There is weaker evidence that white households are disproportionately drawn to cities as crime falls in the 100 largest metropolitan areas from 2000 to 2010.",2017,2017-01-01,0,"{'Davin Reed', 'Keren Mertens Horn', 'Ingrid Gould Ellen'}",Wagner College; New York University; University of Massachusetts Boston; Federal Reserve Bank of Philadelphia,"Urban, Neighborhood, and Segregation Studies; Crime Patterns and Interventions; Housing Market and Economics",,preprint,Keren M Horn,https://openalex.org/A5050732266,Decennial Census; Baruch RDC; Census of Manufactures; Integrated Longitudinal Business Database,Decennial Census,Baruch,697,Has Falling Crime Invited Gentrification?,100
Are Mutual Fund Managers Paid for Performance? Evidence from U.S. Administrative Earnings Data,https://doi.org/10.2139/ssrn.4658990,"We study the determinants of compensation for portfolio managers in the U.S. mutual fund industry using administrative data on worker-level earnings from the U.S. Census Bureau. We find that the average portfolio manager's pay is $1.76 million in 2020 dollars and a clear skew toward the right tail of the distribution. More importantly, we document a strong pay-for-performance sensitivity (PPS) for portfolio managers. For instance, a 1% increase in the average abnormal return of the past three, five, and ten years increases an average manager's pay by 5.3%, 7.8%, and 10.3%, respectively. Furthermore, we also investigate the economic rationale for the performance incentives we document in portfolio manager pay. We find that portfolio managers' compensation is strongly correlated with the expected fee revenue they generate for investment advisors via the flow-performance relationship. Overall, our paper provides the first quantification of the performance-based incentives for U.S. portfolio managers and offers novel insights into the pay-for-performance paradigm in the U.S. asset management industry.",2023,2023-01-01,5,"{'John Bai', 'Linlin Ma', 'Kevin Mullally', 'Yuehua Tang'}",Northeastern University; HSBC Holdings; Peking University; University of Central Florida; University of Florida,"Financial Markets and Investment Strategies; Auditing, Earnings Management, Governance; Corporate Finance and Governance",SSRN Electronic Journal,article,Kevin Mullally,https://openalex.org/A5069908867,Boston RDC; Census Bureau,Census Bureau,Boston,1500,Are Mutual Fund Managers Paid for Performance? Evidence from U.S. Administrative Earnings Data,100
Intergenerational Mobility and Credit,https://doi.org/10.3386/w32031,"We combine the Decennial Census, credit reports, and administrative earnings to create the first panel dataset linking parent's credit access to the labor market outcomes of children in the U.S. We find that a 10% increase in parent's unused revolving credit during their children's adolescence (13 to 18 years old) is associated with 0.28% to 0.37% greater labor earnings of their children during early adulthood (25 to 30 years old).Using these empirical elasticities, we estimate a dynastic, defaultable debt model to examine how the democratization of credit since the 1970s -modeled as both greater credit limits and more lenient bankruptcy -affected intergenerational mobility.Surprisingly, we find that the democratization of credit led to less intergenerational mobility and greater inequality.Two offsetting forces underlie this result: (1) greater credit limits raise mobility by facilitating borrowing and investment among low-income households; (2) however, more lenient bankruptcy policy lowers mobility since low-income households dissave, hit their constraints more often, and reduce investments in their children.Quantitatively, the democratization of credit is dominated by more lenient bankruptcy policy and so mobility declines between the 1970s and 2000s.",2024,2024-01-01,3,"{'Nisha Chikhale', 'J. Carter Braxton', 'Kyle Herkenhoff', 'Gordon Phillips'}",National Bureau of Economic Research; National Bureau of Economic Research; University of Minnesota; National Bureau of Economic Research; Dartmouth College; National Bureau of Economic Research,"Migration, Ethnicity, and Economy; Migration, Aging, and Tourism Studies; Housing, Finance, and Neoliberalism",,report,Kyle F Herkenhoff,https://openalex.org/A5057061317,LEHD Employer-Level File T26 (ECF; T26); BOC Census Numident (CNUM); Decennial Census,Decennial Census,USC,1467,Intergenerational Mobility and Credit,100
Intergenerational Mobility and Credit,https://doi.org/10.2139/ssrn.4741452,"We combine the Decennial Census, credit reports, and administrative earnings to create the first panel dataset linking parent's credit access to the labor market outcomes of children in the U.S.We find that a 10% increase in parent's unused revolving credit during their children's adolescence (13 to 18 years old) is associated with 0.28% to 0.37% greater labor earnings of their children during early adulthood (25 to 30 years old). Using these empirical elasticities, we estimate a dynastic, defaultable debt model to examine how the democratization of credit since the 1970s – modeled as both greater credit limits and more lenient bankruptcy – affected intergenerational mobility. Surprisingly, we find that the democratization of credit led to less intergenerational mobility and greater inequality. Two offsetting forces underlie this result: (1) greater credit limits raise mobility by facilitating borrowing and investment among low-income households; (2) however, more lenient bankruptcy policy lowers mobility since low-income households dissave, hit their constraints more often, and reduce investments in their children. Quantitatively, the democratization of credit is dominated by more lenient bankruptcy policy and so mobility declines between the 1970s and 2000s.",2024,2024-01-01,2,"{'Nisha Chikhale', 'J. Carter Braxton', 'Kyle Herkenhoff', 'Gordon Phillips'}",University of Wisconsin–Parkside; University of Wisconsin–Madison; University of Minnesota System; Dartmouth College; Dartmouth Hospital,"Migration, Ethnicity, and Economy; Migration, Aging, and Tourism Studies; Housing, Finance, and Neoliberalism",SSRN Electronic Journal,article,Kyle F Herkenhoff,https://openalex.org/A5057061317,LEHD Employer-Level File T26 (ECF; T26); BOC Census Numident (CNUM); Decennial Census,Decennial Census,USC,1467,Intergenerational Mobility and Credit,100
Intergenerational Mobility and Credit,https://doi.org/10.2139/ssrn.4694943,"We combine the Decennial Census, credit reports, and administrative earnings to create the first panel dataset linking parent’s credit access to the labor market outcomes of children in the U.S. We find that a 10% increase in parent’s unused revolving credit during their children’s adolescence (13 to 18 years old) is associated with 0.28% to 0.37% greater labor earnings of their children during early adulthood (25 to 30 years old). Using these empirical elasticities, we estimate a dynastic, defaultable debt model to examine how the democratization of credit since the 1970s – modeled as both greater credit limits and more lenient bankruptcy – affected intergenerational mobility. Surprisingly, we find that the democratization of credit led to less intergenerational mobility and greater inequality. Two offsetting forces underlie this result: (1) greater credit limits raise mobility by facilitating borrowing and investment among low-income households; (2) however, more lenient bankruptcy policy lowers mobility since low-income households dissave, hit their constraints more often, and reduce investments in their children. Quantitatively, the democratization of credit is dominated by more lenient bankruptcy policy and so mobility declines between the 1970s and 2000s.Institutional subscribers to the NBER working paper series, and residents of developing countries may download this paper without additional charge at www.nber.org.",2024,2024-01-01,0,"{'Nisha Chikhale', 'J. Carter Braxton', 'Kyle Herkenhoff', 'Gordon Phillips'}",University of Wisconsin–Parkside; University of Wisconsin–Parkside; University of Minnesota System; Dartmouth College; National Bureau of Economic Research,"Financial Literacy, Pension, Retirement Analysis; Intergenerational and Educational Inequality Studies; Housing, Finance, and Neoliberalism",SSRN Electronic Journal,article,Kyle F Herkenhoff,https://openalex.org/A5057061317,LEHD Employer-Level File T26 (ECF; T26); BOC Census Numident (CNUM); Decennial Census,Decennial Census,USC,1467,Intergenerational Mobility and Credit,100
