title,doi,abstract,year,publication_date,cited_by_count,authors,affiliations,topics,source_display_name,type_crossref,researcher,author_id,queried_dataset_terms,matched_dataset_terms
Use of Freight Production Functions to Identify Outliers in the Commodity Flow Survey Data,,"This research aims at analyzing the Commodity Flow Survey (CFS) data across various years (1993, 1997, and 2007), develop methodologies to identify outliers, and to improve freight planning and modeling to help in policy development to make the freight system more efficient and sustainable. To this end, the team has developed freight production models that estimate the amount (in pounds per year) of cargo produced by the firms as a function of number of employees, industry sector, and geography. Using the most significant model the firms that behave eccentric with respect to freight compared to other firms in the same industry (at 2 digit North American Industry Classification System, NAICS) were identified. The results are presented in the form of summary tables showing the total number of firms, number of outliers per industry sector and percentage of outliers per industry sector. The results show that there is a need for further exploration into current sample and survey design to ensure realistic coverage of the variations in the predominant freight indicators such as firm size, sector, and geography.",2017,1/1/2017,0,José Holguín‐Veras; Shama Campbell; Lokesh Kalahasthi,,Urban and Freight Transport Logistics; Maritime Ports and Logistics; Logistics and Infrastructure Analysis,,article,Shama Campbell,https://openalex.org/A5010645764,Commodity Flow Survey; Longitudinal Business Database - No Revenue; Census of Manufactures,Commodity Flow Survey
"Commodity Flow Survey Workshop [October 29, 2015]",,No abstract available,2016,2/1/2016,0,Alison Conway; Patricia S. Hu; John F. Thompson; Joseph L. Schofer; R. Corwin Grube; Ronald Duych; Scot Dahl; L McKeown; Janine Bonner; Cavan Capps; José Holguín‐Veras; Kenneth Allen; Monique Stinson; Julie Parker; Matthew J. Roorda; Kimberly P. Moore; Rolf Schmitt; Steve Fitzroy; Paul Bingham; Derek Cutler; Shih-Miao Chin; Ho‐Ling Hwang; Jiaoli Chen; Shama Campbell; Carlos A. González‐Calderón; Hossain Eftekhari-Sanjani; Yan Zhou; Vyas Anant,,,,article,Shama Campbell,https://openalex.org/A5010645764,Commodity Flow Survey; Longitudinal Business Database - No Revenue; Census of Manufactures,Commodity Flow Survey
Wage Premia in Employment Clusters: How Important Is Worker Heterogeneity?,https://doi.org/10.1086/668615,"This article tests whether the correlation between wages and concentration of employment can be explained by unobserved worker productivity. Residential location is used as a proxy for unobserved productivity, and average commute time to workplace is used to test whether location-based productivity differences are compensated away by longer commutes. Analyses using confidential data from the 2000 Decennial Census find that estimates of agglomeration wage premia within metropolitan areas are robust to comparisons within residential location and that estimates do not persist after controlling for commuting costs, suggesting that the productivity differences across locations are due to location, not individual unobservables.",2013,4/1/2013,51,Shihe Fu; Stephen L. Ross,Xiamen University,"Regional Economics and Spatial Analysis; Urban, Neighborhood, and Segregation Studies; Urban Transport and Accessibility",Journal of Labor Economics,article,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,Decennial Census
Wage Premia in Employment Clusters: Agglomeration or Worker Heterogeneity?,https://doi.org/10.2139/ssrn.1554342,"This paper tests whether the correlation between wages and the spatial concentration of employment can be explained by unobserved worker productivity differences. Residential location is used as a proxy for a worker’s unobserved productivity, and average workplace commute time is used to test whether location based productivity differences are compensated away by longer commutes. Analyses using confidential data from the 2000 Decennial Census Long Form find that the agglomeration estimates are robust to comparisons within residential location and that the estimates do not persist after controlling for commutes suggesting that the productivity differences across locations are due to agglomeration, rather than productivity differences across individuals.",2010,1/1/2010,18,Shihe Fu; Stephen L. Ross,Xiamen University; University of Connecticut,"Regional Economics and Spatial Analysis; Urban, Neighborhood, and Segregation Studies; Urban Transport and Accessibility",SSRN Electronic Journal,article,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,Decennial Census
Identifying Individual and Group Effects in the Presence of Sorting: A Neighborhood Effects Application,https://doi.org/10.3386/w12211,"Researchers have long recognized that the non-random sorting of individuals into groups generates correlation between individual and group attributes that is likely to bias naïve estimates of both individual and group effects.This paper proposes a non-parametric strategy for identifying these effects in a model that allows for both individual and group unobservables, applying this strategy to the estimation of neighborhood effects on labor market outcomes.The first part of this strategy is guided by a robust feature of the equilibrium in vertical sorting models -a monotonic relationship between neighborhood housing prices and neighborhood quality.This implies that under certain conditions a non-parametric function of neighborhood housing prices serves as a suitable control function for the neighborhood unobservable in the labor market outcome regression.This control function transforms the problem to a model with one unobservable so that traditional instrumental variables solutions may be applied.In our application, we instrument for each individual's observed neighborhood attributes with the average neighborhood attributes of a set of observationally identical individuals.The neighborhood effects model is estimated using confidential microdata from the 1990 Decennial Census for the Boston MSA.The results imply that the direct effects of geographic proximity to jobs, neighborhood poverty rates, and average neighborhood education are substantially larger than the conditional correlations identified using OLS, although the net effect of neighborhood quality on labor market outcomes remains small.These findings are robust across a wide variety of specifications and robustness checks.",2006,5/1/2006,30,Patrick Bayer; Stephen L. Ross,National Bureau of Economic Research; Duke University; National Bureau of Economic Research; Duke University,"Urban, Neighborhood, and Segregation Studies; Spatial and Panel Data Analysis; Housing Market and Economics",,report,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,Decennial Census
Identifying Individual and Group Effects in the Presence of Sorting: A Neighborhood Effects Application,https://doi.org/10.2139/ssrn.1602011,"Researchers have long recognized that the non-random sorting of individuals into groups generates correlation between individual and group attributes that is likely to bias naïve estimates of both individual and group effects. This paper proposes a non-parametric strategy for identifying these effects in a model that allows for both individual and group unobservables, applying this strategy to the estimation of neighborhood effects on labor market outcomes. The first part of this strategy is guided by a robust feature of the equilibrium in vertical sorting models - a monotonic relationship between neighborhood housing prices and neighborhood quality. This implies that under certain conditions a non-parametric function of neighborhood housing prices serves as a suitable control function for the neighborhood unobservable in the labor market outcome regression. This control function transforms the problem to a model with one unobservable so that traditional instrumental variables solutions may be applied. In our application, we instrument for each individual’s observed neighborhood attributes with the average neighborhood attributes of a set of observationally identical individuals. The neighborhood effects model is estimated using confidential microdata from the 1990 Decennial Census for the Boston MSA. The results imply that the direct effects of geographic proximity to jobs, neighborhood poverty rates, and average neighborhood education are substantially larger than the conditional correlations identified using OLS, although the net effect of neighborhood quality on labor market outcomes remains small. These findings are robust across a wide variety of specifications and robustness checks.",2009,1/1/2009,20,Patrick Bayer; Stephen L. Ross,Duke University; National Bureau of Economic Research; University of Connecticut,"Housing Market and Economics; Urban, Neighborhood, and Segregation Studies; Spatial and Panel Data Analysis",SSRN Electronic Journal,article,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,Decennial Census
Wage Premia in Employment Clusters: Agglomeration Economies or Worker Heterogeneity?,,"The correlation between wage premia and concentrations of firm activity may arise due to agglomeration economies or workers sorting by unobserved productivity. A worker's residential location is used as a proxy for their unobservable productivity attributes in order to test whether estimated work location wage premia are robust to the inclusion of these controls. Further, in a locational equilibrium, identical workers must receive equivalent compensation so that after controlling for residential location (housing prices) and commutes workers must be paid the same wages and only wage premia arising from unobserved productivity differences should remain unexplained. The models in this paper are estimated using a sample of male workers residing in 33 large metropolitan areas drawn from the 5% Public Use Microdata Sample (PUMS) from the 2000 U.S. Decennial Census. We find that wages are higher when an individual works in a location that has more workers or a greater density of workers. These agglomeration effects are robust to the inclusion of residential location controls and disappear with the inclusion of commute time suggesting that the effects are not caused by unobserved differences in worker productivity. Extended model specifications suggest that wages increase with the education level of nearby workers and the concentration of workers in an individual's own industry or occupation.",2004,1/1/2004,12,Shihe Fu; Stephen L. Ross,,"Regional Economics and Spatial Analysis; Spatial and Panel Data Analysis; Urban, Neighborhood, and Segregation Studies",,article,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,Decennial Census
Wage Premia in Employment Clusters: Does Worker Sorting Bias Estimates?,,"This paper tests whether the correlation between wages and the spatial concentration of employment can be explained by unobserved worker productivity differences. Residential location is used as a proxy for a worker's unobserved productivity, and average workplace commute time is used to test whether location based productivity differences are compensated away by longer commutes. Analyses using confidential data from the 2000 Decennial Census Long Form find that the agglomeration estimates are robust to comparisons within residential location and that the estimates do not persist after controlling for commutes suggesting that the productivity differences across locations are due to agglomeration, rather than productivity differences across individuals.",2009,12/1/2009,7,Shihe Fu; Stephen L. Ross,,"Regional Economics and Spatial Analysis; Urban, Neighborhood, and Segregation Studies; Urban Transport and Accessibility",RePEc: Research Papers in Economics,preprint,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,Decennial Census
"Shirking, Commuting and Labor Market Outcomes ∗",,"Recent theoretical work has examined the spatial distribution of unemployment using the efficiency wage model as the mechanism by which unemployment arises in the urban economy. This paper extends the standard efficiency wage model in order to allow for behavioral substitution between leisure time at home and effort at work. In equilibrium, residing at a location with a long commute affects the time available for leisure at home and therefore affects the trade-off between effort at work and risk of unemployment. This model implies an empirical relationship between expected commutes and labor market outcomes, which is tested using the metropolitan sample of the American Housing Survey. The empirical results suggest that shirking and leisure are complementary with the marginal benefit of shirking increasing with an individual’s net time endowment.",2004,8/13/2004,10,Stephen L. Ross; Yves Zénou,,"Urban, Neighborhood, and Segregation Studies; Housing Market and Economics; Regional Economics and Spatial Analysis",RePEc: Research Papers in Economics,preprint,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,American Housing Survey
Segregation and Racial Preferences: New Theoretical and Empirical Approaches,,"This paper investigates the role of preferences for social interactions or outcomes in determining observed patterns of racial segregation. In the theoretical section, consumers maximize utility by allocating time between personal time and social interactions within their neighborhood, and the dual of this problem is used to investigate the bidding and sorting of households over racial composition. The models suggests that African-American households may outbid white households to reside in white neighborhoods, and unlike previous models of segregation this model is consistent with either racial segregation or integration. In the empirical analysis, proxy variables are developed for unobservable attributes that enter household preferences based on measures of household outcomes and satisfaction, and then specifies an econometric model of residential location choice using those attributes. The paper finds evidence that racial differences in preferences for education can explain a substantial portion, but not all, of the racial segregation observed in 1985 Philadelphia using data from the American Housing Survey.",2003,4/1/2003,8,Stephen L. Ross,University of Connecticut,"Urban, Neighborhood, and Segregation Studies; Housing Market and Economics; School Choice and Performance",RePEc: Research Papers in Economics,preprint,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,American Housing Survey
Are Shirking and Leisure Substitutable? An Empirical Test of Efficiency Wages Based on Urban Economic Theory,https://doi.org/10.2139/ssrn.969352,"Recent theoretical work has examined the spatial distribution of unemployment using the efficiency wage model as the mechanism by which unemployment arises in the urban economy. This paper extends the standard efficiency wage model in order to allow for behavioral substitution between leisure time at home and effort at work. In equilibrium, residing at a location with a long commute affects the time available for leisure at home and therefore affects the trade-off between effort at work and risk of unemployment. This model implies an empirical relationship between expected commutes and labor market outcomes, which is tested using the Public Use Microdata sample of the 2000 U.S. Decennial Census. The empirical results suggest that efficiency wages operate primarily for blue collar workers, i.e. workers who tend to be in occupations that face higher levels of supervision. For this subset of workers, longer commutes imply higher levels of unemployment and higher wages, which are both consistent with shirking and leisure being substitutable.",2007,1/1/2007,3,Stephen L. Ross; Yves Zénou,University of Connecticut; Monash University; Research Institute of Industrial Economics; IZA - Institute of Labor Economics; Centre for Economic Policy Research; Stockholm University,"Urban, Neighborhood, and Segregation Studies; Regional Economics and Spatial Analysis; Housing Market and Economics",SSRN Electronic Journal,article,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,Decennial Census
Identifying Individual and Group Effects in the Presence of Sorting: A Neighborhood Effects Application,,"Researchers have long recognized that the non-random sorting of individuals into groups generates correlation between individual and group attributes that is likely to bias naive estimates of both individual and group effects. This paper proposes a non-parametric strategy for identifying these effects in a model that allows for both individual and group unobservables, applying this strategy to the estimation of neighborhood effects on labor market outcomes. The first part of this strategy is guided by a robust feature of the equilibrium in vertical sorting models - a monotonic relationship between neighborhood housing prices and neighborhood quality. This implies that under certain conditions a non-parametric function of neighborhood housing prices serves as a suitable control function for the neighborhood unobservable in the labor market outcome regression. This control function transforms the problem to a model with one unobservable so that traditional instrumental variables solutions may be applied. In our application, we instrument for each individual's observed neighborhood attributes with the average neighborhood attributes of a set of observationally identical individuals. The neighborhood effects model is estimated using confidential microdata from the 1990 Decennial Census for the Boston MSA. The results imply that the direct effects of geographic proximity to jobs, neighborhood poverty rates, and average neighborhood education are substantially larger than the conditional correlations identified using OLS, although the net effect of neighborhood quality on labor market outcomes remains small. These findings are robust across a wide variety of specifications and robustness checks.",2006,1/1/2006,4,Patrick Bayer; Stephen L. Ross,,"Housing Market and Economics; Urban, Neighborhood, and Segregation Studies; Spatial and Panel Data Analysis",National Bureau of Economic Research,article,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,Decennial Census
Identifying Individual and Group Effects in the Presence of Sorting: A Neighborhood Effects Application,https://doi.org/10.2139/ssrn.1015573,"Researchers have long recognized that the non-random sorting of individuals into groups generates correlation between individual and group attributes that is likely to bias naïve estimates of both individual and group effects. This paper proposes a non-parametric strategy for identifying these effects in a model that allows for both individual and group unobservables, applying this strategy to the estimation of neighborhood effects on labor market outcomes. The first part of this strategy is guided by a robust feature of the equilibrium in the canonical vertical sorting model of Epple and Platt (1998), that there is a monotonic relationship between neighborhood housing prices and neighborhood quality. This implies that under certain conditions a non-parametric function of neighborhood housing prices serves as a suitable control function for the neighborhood unobservable in the labor market outcome regression. This control function converts the problem to a model with one unobservable so that traditional instrumental variables solutions may be applied. In our application, we instrument for each individual's observed neighborhood attributes with the average neighborhood attributes of a set of observationally identical individuals. The neighborhood effects model is estimated using confidential microdata from the 1990 Decennial Census for the Boston MSA. The results imply that the direct effects of geographic proximity to jobs, neighborhood poverty rates, and average neighborhood education are substantially larger than the conditional correlations identified using OLS, although the net effect of neighborhood quality on labor market outcomes remains small. These findings are robust across a wide variety of specifications and robustness checks.",2007,1/1/2007,4,Patrick Bayer; Stephen L. Ross,Duke University; National Bureau of Economic Research; University of Connecticut,"Urban, Neighborhood, and Segregation Studies; School Choice and Performance; Spatial and Panel Data Analysis",SSRN Electronic Journal,article,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,Decennial Census
Racial Differences in Homeownership: The Effect of Residential Location,,"The rate of homeownership among African-American households is considerably lower than white households in American urban areas. This paper examines whether racial differences in residential location outcomes are among the factors that contribute to the large racial differences in homeownership rates in major US metropolitan areas. Based on the 1985 metropolitan sample of the American Housing Survey for Philadelphia, the paper does not find any evidence that existing racial differences in residential location in Philadelphia decrease the homeownership rate among African Americans. Rather, the empirical evidence suggests that African-American residential location outcomes are associated with lower than expected racial differences in homeownership. Therefore, after controlling for neighborhood, racial differences in homeownership are larger than originally believed, and the ability of racial differences in endowments to explain homeownership differences is more limited.",2002,11/22/2002,3,Yongheng Deng; Stephen L. Ross; Susan M. Wächter,National University of Singapore; University of Connecticut; University of Pennsylvania,"Housing Market and Economics; Urban, Neighborhood, and Segregation Studies; Housing, Finance, and Neoliberalism",SSRN Electronic Journal,article,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,American Housing Survey
Segregation and Racial Preferences: An Analysis of Choice based on Satisfaction and Outcome Measures,,"This paper investigates the notion that preferences for neighborhood racial composition may be modeled as derived demands than arise from the preferences that households have for social interaction where factors such as prejudice or cultural affinity affect the quality of across group social interactions. The paper sets up a simple consumer utility maximization problems and uses the dual of this problem to investigate the bidding and sorting of households over racial composition. The models suggests that we cannot rule out the possibility that African-American households outbid white households to reside in white neighborhoods even with a very strong set of assumptions. The paper then specifies an econometric model of residential location choice in which the unobservable attributes that actually enter household preferences are replaced with instruments based on measures of household outcomes and satisfaction. The model is estimated using the 1985 metropolitan sample of the American Housing Survey for Philadelphia. The paper finds evidence that racial differences in preferences for education can explain a substantial portion, but not all, of the racial segregation observed in 1985 Philadelphia.",2003,1/1/2003,3,Stephen L. Ross,,"Housing Market and Economics; Urban, Neighborhood, and Segregation Studies; Regional Economics and Spatial Analysis",Annals of Economics and Statistics,article,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,American Housing Survey
Racial Differences in Homeownership: The Effect of Residential Location,,"The rate of homeownership among African-American households is considerably lower than white households in American urban areas. This paper examines whether racial differneces in residential location outcomes are among the factors that contribute to the large racial differences in homeownership rates in major US metropolitan areas. Based on the 1985 metropolitan sample of the American Housing Survey for Philadelphia, the paper does not find any evidence that existing racial differences in residential location in Philadelphia decrease the homeownership rate among African Americans. Rather, the empirical evidence suggests that African-American residential location outcomes are associated with lower than expected racial differences in homeownership. Therefore, after controlling for neighborhood, racial differences in homeownership are larger than originally believed, and the ability of racial differences in endowments to explain hoeownership differences is more limited.",2002,7/1/2002,2,Yongheng Deng; Stephen L. Ross; Susan M. Wächter,University of Southern California; University of Connecticut; University of Pennsylvania,"Housing Market and Economics; Urban, Neighborhood, and Segregation Studies; Housing, Finance, and Neoliberalism",RePEc: Research Papers in Economics,preprint,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,American Housing Survey
Are Shirking and Leisure Substitutable? An Empirical Test of Efficiency Wages Based on Urban Economic Theory,,"Recent theoretical work has examined the spatial distribution of unemployment using the efficiency wage model as the mechanism by which unemployment arises in the urban economy. This paper extends the standard efficiency wage model in order to allow for behavioral substitution between leisure time at home and effort at work. In equilibrium, residing at a location with a long commute affects the time available for leisure at home and therefore affects the trade-off between effort at work and risk of unemployment. This model implies an empirical relationship between expected commutes and labor market outcomes, which is tested using the Public Use Microdata sample of the 2000 U.S. Decennial Census. The empirical results suggest that efficiency wages operate primarily for blue collar workers, i.e. workers who tend to be in occupations that face higher levels of supervision. For this subset of workers, longer commutes imply higher levels of unemployment and higher wages, which are both consistent with shirking and leisure being substitutable.",2007,2/1/2007,1,Stephen L. Ross; Yves Zénou,University of Connecticut; Research Institute of Industrial Economics,"Urban, Neighborhood, and Segregation Studies; Regional Economics and Spatial Analysis; Urban Transport and Accessibility",RePEc: Research Papers in Economics,preprint,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,Decennial Census
Segregation and Racial Preferences: An Analysis of Choice Based on Satisfaction and Outcome Measures,,"This paper investigates the notion that preferences for neighborhood racial composition may be modeled as derived demands than arise from the preferences that households have for social interaction where factors such as prejudice or cultural affinity affect the quality of across group social interactions. The paper sets up a simple consumer utility maximization problems and uses the dual of this problem to investigate the bidding and sorting of households over racial composition. The models suggests that we cannot rule out the possibility that African-American households outbid white households to reside in white neighborhoods even with a very strong set of assumptions. The paper then specifies an econometric model of residential location choice in which the unobservable attributes that actually enter household preferences are replaced with instruments based on measures of household outcomes and satisfaction. The model is estimated using the 1985 metropolitan sample of the American Housing Survey for Philadelphia. The paper finds evidence that racial differences in preferences for education can explain a substantial portion, but not all, of the racial segregation observed in 1985 Philadelphia.",2002,4/1/2002,0,Stephen L. Ross,University of Connecticut,"Housing Market and Economics; Urban, Neighborhood, and Segregation Studies; Regional Economics and Spatial Analysis",SSRN Electronic Journal,article,Stephen L Ross,https://openalex.org/A5000220540,Decennial Census; American Housing Survey,American Housing Survey
Preliminary Analysis of the Distributions of Carbon and Energy Intensity for 27 Energy Intensive Trade Exposed Industrial Sectors,https://doi.org/10.2139/ssrn.1925133,"It is well documented that different manufacturing sectors require different amounts of energy. Primary materials conversion, e.g., iron ore and scrap into steel, limestone and sand into cement and glass, or wood and other fibers into paper, tend to be the most energy-intensive in the production process, while final consumer products like electronics and clothing require the least energy. This leads to something like the 80-20 rule, where a large portion of energy use is in a small number of industries. For example, the 2006 Manufacturing Energy Consumption Survey (MECS) reported that 75 percent of fuel use arises from only five of the 21 three-digit industries, using the North American Industry Classification System (NAICS). These five sectors are a small share of the total U.S. economy. The energy intensity for different industrial sectors is easily measured using published government statistics, but the plants within these industries are not homogeneous entities. This report measures the differences in energy use and associated CO2 emissions as a first step to understanding the within-sector heterogeneity of energy use.",2011,1/1/2011,1,Gale Boyd; Tatyana Kuzmenko; Béla Személy; Gang Zhang,Duke University; Office of the Comptroller of the Currency; Boston University; Quest University Canada,"Environmental Impact and Sustainability; Energy, Environment, and Transportation Policies; Vehicle emissions and performance",SSRN Electronic Journal,article,Tatyana V Kuzmenko,https://openalex.org/A5040736206,Manufacturing Energy Consumption Survey; Census of Finance Insurance and Real Estate; Decennial Census,Manufacturing Energy Consumption Survey
Factoryless Goods Producers in the US,https://doi.org/10.3386/w19396,"This paper documents the extent and characteristics of plants and firms in the US that are outside the manufacturing sector according to official government statistics but nonetheless are heavily involved in activities related to the production of manufactured goods.Using new data on establishment activities in the Census of Wholesale Trade conducted by the US Bureau of the Census in 2002 and 2007, this paper provides evidence on so-called ""factoryless goods producers"" (FGPs) in the US economy.FGPs are formally in the wholesale sector but, unlike traditional wholesale establishments, FGPs design the goods they sell and coordinate the production activities.This paper documents the extent of FGPs in the wholesale sector and how they differ from traditional wholesalers in terms of their employment, wages, productivity and output.Reclassifying FGP establishments to the manufacturing sector using our definition would have shifted at least 595,000 workers to as many as 1,311,000 workers from wholesale to manufacturing sectors in 2002 and at least 431,000 workers to as many as 1,934,000 workers in 2007.",2013,8/1/2013,9,Andrew B. Bernard; Teresa Fort,International Paper (United States); National Bureau of Economic Research; Dartmouth College; Dartmouth College; International Paper (United States); National Bureau of Economic Research,"Global trade, sustainability, and social impact; Global trade and economics; Migration, Ethnicity, and Economy",,report,Teresa C Fort,https://openalex.org/A5052385139,Census of Wholesale Trade; Census of Services; Commodity Flow Survey; Compustat-SSEL Bridge,Census of Wholesale Trade
Factoryless Goods Producers in the US,https://doi.org/10.2139/ssrn.2285677,"This paper documents the extent and characteristics of plants and firms in the US that are outside the manufacturing sector according to official government statistics but nonetheless are heavily involved in activities related to the production of manufactured goods. Using new data on establishment activities in the Census of Wholesale Trade conducted by the US Bureau of the Census in 2002 and 2007, this paper provides evidence on so-called “factoryless goods producers” (FGPs) in the US economy. FGPs are formally in the wholesale sector but, unlike traditional wholesale establishments, FGPs design the goods they sell and coordinate the production activities. This paper documents the extent of FGPs in the wholesale sector and their employment, wages, productivity and output. Reclassifying FGP establishments to the manufacturing sector would have increased manufacturing employment anywhere from 595,000 to 1,311,000 workers in 2002 and from 431,000 to 1,934,000 workers in 2007.",2013,1/1/2013,10,Andrew B. Bernard; Teresa Fort,Centre for Economic Policy Research; National Bureau of Economic Research; Dartmouth College; Dartmouth College,"Global trade, sustainability, and social impact; Labor Movements and Unions; Migration, Ethnicity, and Economy",SSRN Electronic Journal,article,Teresa C Fort,https://openalex.org/A5052385139,Census of Wholesale Trade; Census of Services; Commodity Flow Survey; Compustat-SSEL Bridge,Census of Wholesale Trade
Factoryless Goods Producers in the US,https://doi.org/10.2139/ssrn.2324360,"This paper documents the extent and characteristics of plants and firms in the US that are outside the manufacturing sector according to official government statistics but nonetheless are heavily involved in activities related to the production of manufactured goods. Using new data on establishment activities in the Census of Wholesale Trade conducted by the US Bureau of the Census in 2002 and 2007, this paper provides evidence on so-called ""factoryless goods producers"" (FGPs) in the US economy. FGPs are formally in the wholesale sector but, unlike traditional wholesale establishments, FGPs design the goods they sell and coordinate the production activities. This paper documents the extent of FGPs in the wholesale sector and their employment, wages, productivity and output. Reclassifying FGP establishments to the manufacturing sector would have increased manufacturing employment anywhere from 595,000 to 1,311,000 workers in 2002 and from 431,000 to 1,934,000 workers in 2007.",2013,1/1/2013,3,Andrew B. Bernard; Teresa Fort,Dartmouth College; Centre for Economic Policy Research; National Bureau of Economic Research; Dartmouth College,"Global trade and economics; Firm Innovation and Growth; Global trade, sustainability, and social impact",SSRN Electronic Journal,article,Teresa C Fort,https://openalex.org/A5052385139,Census of Wholesale Trade; Census of Services; Commodity Flow Survey; Compustat-SSEL Bridge,Census of Wholesale Trade
Testing biasedness of self-reported microbusiness innovation in the annual business survey,https://doi.org/10.1371/journal.pone.0296667,"This study tests for potential bias in self-reported innovation due to the inclusion of a research and development (R&amp;D) module that only microbusinesses (less than 10 employees) receive in the Annual Business Survey (ABS). Previous research found that respondents to combined innovation/R&amp;D surveys reported innovation at lower rates than respondents to innovation-only surveys. A regression discontinuity design is used to test whether microbusinesses, which constitute a significant portion of U.S. firms with employees, are less likely to report innovation compared to other small businesses. In the vicinity of the 10-employee threshold, the study does not detect statistically significant biases for new-to-market and new-to-business product innovation. Statistical power analysis confirms the nonexistence of biases with a high power. Comparing the survey design of ABS to earlier combined innovation/R&amp;D surveys provides valuable insights for the proposed integration of multiple Federal surveys into a single enterprise platform survey. The findings also have important implications for the accuracy and reliability of innovation data used as an input to policymaking and business development strategies in the United States.",2024,1/12/2024,0,Luyi Han; Zheng Tian; Timothy R. Wojan; Stephan J. Goetz,Pennsylvania State University; The Center For Rural Development; Pennsylvania State University; The Center For Rural Development; National Center for Science and Engineering Statistics; U.S. National Science Foundation; The Center For Rural Development; Pennsylvania State University,"Innovation Policy and R&D; Firm Innovation and Growth; Energy, Environment, Economic Growth",PLoS ONE,article,Timothy Wojan,https://openalex.org/A5086758399,Annual Business Survey; Longitudinal Foreign Trade Transactions Database; Annual Survey of Entrepreneurs,Annual Business Survey
Microbusiness innovation in the United States: making sense of the largest and most variegated firm size class,https://doi.org/10.4337/9781800883024.00013,"The National Center for Science and Engineering Statistics (NCSES), one of the U.S. Government's thirteen principal statistical agencies, is legislatively mandated to collect, acquire, analyze, and disseminate statistical data on U.S. competitiveness in science and technology and R&D. Innovation and innovation activities are recognized as key contributors to economic success. After a brief introduction to past NCSES efforts measuring innovation, we examine overall innovation patterns of all businesses and then the extent and type of innovative firms with 1 to 9 employees, both based on the 2017 Annual Business Survey (ABS). We provide a quantitative test of the hypotheses that (i) there is a division of ""innovative labor"" - i.e., labor specialized in inventive activity commonly associated with R&D - that concentrates much radical innovation in small firms and (ii) innovation in the services often happens at a much smaller scale than in manufacturing. We also examine the prevalence of innovation activities in firms yet to launch a product and thus not operating in product markets.",2023,9/12/2023,1,John E. Jankowski; Timothy R. Wojan; Audrey E. Kindlon,,Innovation Policy and R&D; Entrepreneurship Studies and Influences; Innovation and Knowledge Management,Edward Elgar Publishing eBooks,book-chapter,Timothy Wojan,https://openalex.org/A5086758399,Annual Business Survey; Longitudinal Foreign Trade Transactions Database; Annual Survey of Entrepreneurs,Annual Business Survey
A novel framework for increasing research transparency: Exploring the connection between diversity and innovation,https://doi.org/10.1371/journal.pone.0313826,"A split sample/dual method research protocol is demonstrated to increase transparency while reducing the probability of false discovery. We apply the protocol to examine whether diversity in ownership teams increases or decreases the likelihood of a firm reporting a novel innovation using data from the 2018 United States Census Bureau’s Annual Business Survey. Transparency is increased in three ways: 1) all specification testing and identifying potentially productive models is done in an exploratory subsample that 2) preserves the validity of hypothesis test statistics from de novo estimation in the holdout confirmatory sample with 3) all findings publicly documented in an earlier registered report and in this journal publication. Bayesian estimation procedures that leverage information from the exploratory stage included in the confirmatory stage estimation replace traditional frequentist null hypothesis significance testing. In addition to increasing statistical power by using information from the full sample, Bayesian methods directly estimate a probability distribution for the magnitude of an effect, allowing much richer inference. Estimated magnitudes of diversity along academic discipline, race, ethnicity, and foreign-born status dimensions are positively associated with innovation. A maximally diverse ownership team on these dimensions would be roughly six times more likely to report new-to-market innovation than a homophilic team.",2025,1/9/2025,0,Timothy R. Wojan; Dayton M. Lambert,U.S. National Science Foundation; National Center for Science and Engineering Statistics; Oklahoma State University,Advanced Causal Inference Techniques; Corporate Finance and Governance,PLoS ONE,article,Timothy Wojan,https://openalex.org/A5086758399,Annual Business Survey; Longitudinal Foreign Trade Transactions Database; Annual Survey of Entrepreneurs,Annual Business Survey
